"","Sample0751","Sample0747","Sample0743","Sample0748","Sample0746","Sample0782","Sample0750","Sample0777","Sample0744","Sample0778","Sample0787","Sample0785","Sample0783","Sample0780","Sample0745","Sample0749","Sample0786","Sample0779","Sample0784","Sample0742","Sample0741","Sample0776","Sample0781","Sample0740","Sample0823","Sample0822","Sample0815","Sample0824","Sample0264","Sample0265","Sample0262","Sample0171","Sample0212","Sample0253","Sample0263","Sample0260","Sample0261","Sample0175","Sample0178","Sample0205","Sample0208","Sample0206","Sample0257","Sample0258","Sample0172","Sample0209","Sample0179","Sample0210","Sample0207","Sample0168","Sample0173","Sample0177","Sample0169","Sample0216","Sample0167","Sample0213","Sample0174","Sample0176","Sample0211","Sample0215","Sample0259","Sample0256","Sample0214"
"OTU_250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_28",0,58,0,1173,0,22,1024,0,0,49,0,79,0,157,38,125,0,0,0,637,471,0,99,0,4,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
"OTU_147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_46",0,72,0,162,35,293,21,61,6,74,6841,0,0,81,9,204,66,384,0,1187,11,900,0,95,0,1863,6611,0,114,2235,812,3167,224,1075,46,290,219,252,31,156,2,199,290,99,46,47,95,0,138,87,48,37,124,4069,111,0,74,24,0,0,0,0,0
"OTU_67",0,0,0,0,0,0,1,0,0,0,0,0,49,0,634,9,10,0,0,0,0,0,0,5,0,7,0,0,47,88,51,52,38,0,10,73,32,18,6,65,0,11,19,0,39,21,8,0,7,3,9,19,10,94,27,0,27,3,0,0,0,0,0
"OTU_379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_66",0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_6205",0,0,0,0,0,75,108,350,0,0,0,31,0,0,147,0,0,0,0,148,0,0,0,0,0,87,20,0,77,67,42,391,84,44,91,105,101,63,51,215,0,145,47,16,34,607,58,0,197,11,28,21,69,63,27,0,21,2,0,0,0,0,0
"OTU_926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1587",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_69",0,0,0,0,0,0,33,0,36,0,0,0,0,0,0,27,0,0,0,0,0,3,6,7,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7408",649,0,63,43,25,0,47,0,419,20,208,32,37,0,42,42,39,0,0,0,9,0,60,23,0,27,0,0,50,196,57,16,25,33,71,44,65,36,31,59,122,162,102,7,14,88,77,0,182,29,37,52,45,35,0,0,43,12,0,0,44,0,0
"OTU_367",0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,37,0,184,5,0,0,5,4,0,0,1,9,0,13,0,6,0,18,4,2,4,0,0,0,0,0,0,0,0,0,0,0
"OTU_125",0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,9,15,0,1,39,0,0,0,66,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_152",0,0,275,0,0,0,0,0,589,0,0,0,0,1569,0,0,64,0,0,0,0,482,0,0,2,0,16,0,305,0,1,0,4,84,0,14,10,0,0,10,0,0,4,0,0,0,0,0,0,5,6,0,3,3,11,0,11,1,0,0,0,0,0
"OTU_325",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_51",0,0,0,38,0,0,0,0,14,0,29,0,0,0,0,52,81,0,0,0,32,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_63",0,19,0,22,0,0,0,0,35,0,0,31,0,0,0,66,0,0,43,0,7,28,111,35,6,0,0,0,1,0,0,0,4,0,1,1,2,0,11,0,0,0,0,0,6,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"OTU_7152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_70",0,76,0,0,8,17,59,47,8,0,0,0,0,0,223,80,3,0,0,0,45,0,0,0,0,21,43,0,53,123,73,15,68,75,60,226,73,41,38,1,529,52,344,29,84,195,29,0,45,26,63,17,13,57,49,0,53,8,0,0,0,0,0
"OTU_783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4727",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,124,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_257",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0
"OTU_649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_25",0,55,0,2,404,18,117,61,0,0,508,0,0,0,93,54,564,0,0,297,9,0,13,0,26,49,30,0,79,95,79,24,54,63,130,309,234,177,52,121,0,147,165,0,54,157,147,0,45,36,135,34,55,154,25,0,34,6,0,0,0,0,0
"OTU_88",0,0,0,0,1555,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,454,33,28,0,0,361,67,54,0,131,133,15,49,0,7,401,0,0,39,13,0,0,0,19,4,0,19,13,0,0,0,0,0
"OTU_2151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_269",0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_58",953,267,64,210,14,8,217,0,1411,0,28,0,437,212,9,261,215,641,0,0,542,1056,0,52,0,128,76,0,131,192,35,47,65,198,132,95,42,34,242,410,0,82,109,0,27,152,99,0,188,146,177,135,176,381,392,0,56,6,1,0,0,0,0
"OTU_211",1480,78,594,260,323,0,6,0,297,389,0,0,667,456,123,155,304,0,139,366,621,1,158,83,0,16,390,0,353,430,15,45,280,39,424,78,73,29,192,39,0,79,279,21,48,250,227,0,1,5,82,67,22,767,4,0,28,9,0,0,0,0,0
"OTU_101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,65,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5821",1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_364",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
"OTU_251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,130,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4112",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,2,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0
"OTU_96",0,220,0,0,0,21,400,5,0,72,0,564,0,0,809,0,13,0,0,1070,0,0,0,47,0,16,0,0,8,0,0,1,1,0,5,6,15,3,0,0,0,24,5,0,0,33,3,0,2,0,2,0,7,0,3,0,6,0,0,0,0,0,0
"OTU_219",179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_661",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_38",0,31,0,57,0,0,0,0,22,0,26,0,0,157,0,168,18,0,0,0,23,0,38,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1863",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_186",0,0,59,6,0,0,0,0,16,0,0,0,0,93,0,209,0,0,0,0,140,0,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_501",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_47",182,0,0,0,0,4,10462,0,0,0,0,0,0,0,46,137,0,0,0,229,21,0,0,0,0,8,116,0,73,1,50,45,94,0,27,350,160,150,30,58,0,43,111,11,10,25,76,0,70,5,10,11,28,78,0,0,411,5,0,0,0,0,0
"OTU_1564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,1,0,24,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_166",0,0,0,0,0,7,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,16,138,10,3,6,75,197,7,0,30,0,8,4,0,71,9,2,0,80,19,9,3,8,6,36,0,0,1,0,0,0,0,0
"OTU_178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_138",0,0,0,0,0,19,1239,189,0,0,0,0,0,0,114,0,0,0,0,305,0,0,0,0,0,0,0,0,23,64,57,44,135,3,103,433,276,93,64,95,0,256,31,0,56,829,123,0,43,14,101,28,31,50,11,0,64,12,0,0,0,0,0
"OTU_6",405,313,173,131,279,49,19,94,179,574,475,40,272,79,27,192,274,348,0,0,477,58,151,39,0,34,33,0,49,208,239,51,103,192,114,373,319,131,76,381,52,133,116,6,24,143,90,0,574,97,49,61,136,309,84,0,107,19,0,0,0,0,0
"OTU_535",0,0,0,0,0,0,0,0,0,0,0,222,0,0,37,0,0,0,0,72,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,215,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_474",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0
"OTU_383",0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_37",0,0,0,0,0,33,0,0,18,9,140,0,0,0,178,0,21,0,0,0,0,16,8,0,19,0,0,0,145,134,58,4,0,219,32,145,245,18,92,22,0,18,58,13,13,11,277,0,23,8,2,149,0,5,7,0,10,2,785,0,0,1,0
"OTU_126",0,0,0,51,46,63,0,0,0,22,0,3467,0,45,2584,33,116,0,0,0,0,0,0,14,0,170,37,0,20,58,14,93,18,28,33,18,6,27,33,105,44,1203,6,0,24,68,71,0,790,150,28,47,35,1331,22,0,885,5,0,0,16,0,0
"OTU_985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5630",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5970",0,0,36,0,0,4,0,0,0,1210,0,13,0,3,0,0,4,0,0,0,0,0,0,0,0,1,225,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_945",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_132",0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,36,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_108",0,0,0,0,0,1392,0,149,0,0,0,0,0,594,2287,0,3286,0,0,0,64,0,0,0,0,20,45,0,406,221,56,29,466,0,845,479,83,574,348,445,73,547,597,65,130,595,415,0,454,254,665,213,95,159,69,0,106,16,0,0,0,0,0
"OTU_248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2399",0,104,0,41,0,19,0,0,30,0,129,0,0,0,5,198,12,0,0,177,48,141,209,7,27,14,17,0,16,2,7,13,1,0,4,17,8,46,4,86,0,19,11,0,0,7,3,0,3,1,6,11,2,0,2,0,8,0,0,0,0,0,0
"OTU_16",210,100,311,117,120,116,138,111,393,96,139,67,497,61,168,490,43,471,573,316,134,263,40,91,0,169,49,0,59,141,513,200,103,154,38,1004,563,203,118,277,331,476,489,68,173,489,482,346,93,212,243,77,178,189,173,0,113,26,0,0,0,0,0
"OTU_2209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_376",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_56",0,0,0,14,701,28,21,0,0,0,0,0,0,0,5,9,0,0,0,67,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,2,0,4,0,15,0,16,3,0,3,0,5,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0
"OTU_102",0,0,0,99,0,245,28,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7336",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1388",0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0
"OTU_605",0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_111",0,0,0,21,0,24,473,244,20,49,0,56,0,65,370,72,0,102,108,0,187,22,6,0,0,2,201,9,48,83,3,153,115,0,166,137,90,69,148,19,106,133,318,5,109,48,73,0,79,23,56,21,104,131,31,0,48,32,0,0,0,0,0
"OTU_322",0,0,0,198,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,1,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0
"OTU_3309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,69,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_57",0,0,0,0,93,17,0,0,2316,425,0,24,1307,198,0,0,629,0,0,0,0,0,0,2,0,240,5245,0,27,10,3,30,28,0,29,16,32,15,0,1,900,76,35,0,7,76,37,0,22,8,54,6,2,77,0,0,43,3,0,0,0,0,0
"OTU_345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,144,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_114",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,15,25,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,0,0,0,0,97,0,0,0,16,7,0,0,3,0,2,0,56,1,8,0,7,4,33,0,2,3,0,11,11,5,0,0,4,0,2,7,13,0,0,1,0,0,0,0,0,0
"OTU_94",1,26,0,0,0,22,26350,78,0,0,0,549,0,0,3,20,11,127,1,0,241,55,0,16,0,40,12,1,194,9,19,10,511,1,217,249,22,8,346,50,6,2290,23,1,32,32,15,0,548,123,1,48,40,27,16,0,8,1,0,0,0,0,0
