#OTU ID	R3T2r2Cleaf	V2T4r6Bleaf	R3T1r5Cleaf	R6T1r2Bleaf	R6T2r1Bleaf	R3T2r1Bleaf	R3T1r6Cleaf	V2T4r6Aleaf	V2T1r1Cleaf	R3T2r6Cleaf	R3T4r1Cleaf	V2T2r6Bleaf	R3T4r6Cleaf	R6T2r6Bleaf	V2T4r2Cleaf	R3T4r1Aleaf	V2T4r5Bleaf	V2T1r5Cleaf	V2T1r6Bleaf	R3T1r1Cleaf	V2T4r5Aleaf	V2T1r2Cleaf	R3T4r5Aleaf	R3T1r2Bleaf	R3T1r5Aleaf	R3T4r6Bleaf	R3T4r2Aleaf	R3T2r2Bleaf	R3T2r5Cleaf	R6T2r2Bleaf	R3T2r2Aleaf	R6T2r5Cleaf	V2T2r5Bleaf	R3T1r1Aleaf	R3T2r6Bleaf	V2T4r2Bleaf	R3T1r5Bleaf	R3T2r5Aleaf	V2T1r5Bleaf	R3T2r5Bleaf	V2T1r6Aleaf	R6T1r6Cleaf	V2T4r2Aleaf	V2T2r6Cleaf	R6T2r6Aleaf	V2T1r2Aleaf	R6T2r2Aleaf	V2T1r1Aleaf	R6T4r1Aleaf	V2T2r2Bleaf	V2T2r2Aleaf	R6T2r5Bleaf	V2T2r1Aleaf	R3T4r2Cleaf	R6T2r2Cleaf	R3T4r2Bleaf	R3T1r2Cleaf	R3T1r1Bleaf	R3T4r6Aleaf	R6T2r5Aleaf	R6T1r1Bleaf	R3T2r1Cleaf	V2T1r5Aleaf	R3T1r2Aleaf	R6T2r1Cleaf	R6T4r5Bleaf	V2T4r1Cleaf	R6T1r2Aleaf	R3T4r5Bleaf	V2T4r5Cleaf	R3T4r5Cleaf	V2T1r1Bleaf	R6T1r5Bleaf	R6T4r5Cleaf	R3T2r1Aleaf	R6T2r1Aleaf	R6T1r6Bleaf	V2T2r5Aleaf	R6T1r6Aleaf	V2T1r6Cleaf	R6T1r5Cleaf	R3T1r6Bleaf	V2T4r6Cleaf	V2T1r2Bleaf	R3T2r6Aleaf	R6T2r6Cleaf	V2T2r1Bleaf	V2T4r1Bleaf	R6T1r1Aleaf	R6T1r2Cleaf	V2T4r1Aleaf	R6T1r1Cleaf	V2T2r1Cleaf	R3T1r6Aleaf	V2T2r2Cleaf	R6T1r5Aleaf	V2T2r5Cleaf	V2T2r6Aleaf	R3T4r1Bleaf	R6T4r6Aleaf	NC1leaf
OTU_209	241	50	287	79	345	5	1443	0	3	154	1005	789	2518	666	311	401	1608	2	0	1546	1450	490	3	0	14	869	926	390	0	0	210	266	180	351	2	170	220	1120	2926	1194	0	21	183	1423	493	270	1299	2	3776	0	3752	128	222	0	0	0	0	794	99	1	0	13	866	1518	459	3625	15	190	248	0	152	0	1267	0	0	146	5	2	0	190	0	586	275	303	0	913	106	0	0	448	0	6	2125	572	0	1042	139	183	25	2	0
OTU_264	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	2	0	0	0	126	0	0	0	0	0	2	0	0	0	0	0	0
OTU_46	21	22	167	74	104	46	169	14	0	50	48	248	167	158	69	256	53	26	5	91	149	27	11	68	57	80	96	213	20	37	109	338	89	80	1	120	204	102	110	55	21	61	38	170	78	84	67	35	210	7	40	888	330	23	12	40	11	148	29	30	15	6	177	40	209	70	27	320	102	40	139	16	516	0	23	127	41	27	17	48	26	65	98	196	24	506	0	9	6	95	0	25	272	56	6	156	181	40	7	0	1
OTU_133	0	29	0	149	24	0	9	121	0	0	3	0	0	2	0	0	45	0	0	38	11	0	0	0	0	20	0	0	22	78	0	41	13	74	40	0	55	12	0	0	18	0	48	2	0	11	0	27	0	0	0	0	0	25	0	77	0	0	38	2	60	13	0	0	18	0	101	12	0	5	11	15	0	0	0	52	0	48	0	0	0	0	0	0	0	2	12	0	0	0	0	19	0	0	125	0	0	0	32	0	0
OTU_62	12	0	93	0	60	35	249	4	0	17	24	30	156	48	74	20	17	0	16	14	12	0	1	1	13	21	220	855	0	10	0	105	44	250	9	56	52	36	102	80	25	0	0	239	30	20	1	7	389	0	42	203	144	12	9	5	20	62	4	6	72	10	10	10	74	91	9	202	24	22	24	47	436	0	0	50	0	0	59	10	24	18	24	86	19	255	12	10	0	79	35	6	67	12	0	11	19	0	20	3	0
OTU_329	50	13	0	0	14	57	20	80	0	10	7	30	30	1	0	68	47	70	30	17	0	0	0	77	27	0	24	0	89	157	220	29	35	62	47	0	19	0	7	38	33	0	113	88	0	0	0	143	264	69	0	0	16	52	22	64	12	10	3	7	75	0	10	316	9	0	6	57	0	0	0	16	20	0	100	0	0	19	39	6	60	1	0	21	10	7	0	24	121	0	152	3	3	0	35	12	14	36	0	0	0
OTU_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17	63	257	105	180	247	11	2	15	0	20	5	0	1	9	72	18	0	123	56	2	0	39	13	43	0	3	6	57	63	41	294	44	50	14	166	0	25	0	16	23	2061	121	176	0	157	6	0	233	2	137	14	1	36	2619	62	36	39	16	20	209	358	394	3	13	0	16	50	6	3	50	51	43	0	32495	6	0	260	317	305	61	118	0	89	6	15	0	447	28	163	292	3	6290	1	34	81	0	26	90	12	33	0
OTU_59	17	25	0	76	0	35	83	19	40	8	19	18	46	33	0	40	143	82	2	22	2	58	0	91	0	11	192	48	85	169	0	44	81	568	11	179	0	84	0	0	81	110	38	65	0	127	0	60	3	29	2	11	21	21	6	22	145	0	52	11	41	0	4	113	0	0	0	76	147	37	0	13	213	0	100	108	0	11	20	16	25	1	0	35	69	5	0	8	48	0	0	0	1146	0	62	51	23	0	0	0	0
OTU_18	2482	161	31	106	1268	124	56	215	646	805	90	15	24	69	1035	91	46	1099	3076	69	7	1192	173	355	2287	9	9	301	3635	570	4143	79	1216	277	596	38	299	3	41	11	4332	897	2009	1	1199	118	9	1967	105	803	40	695	289	28	243	1946	112	344	222	498	383	67	130	10	0	180	894	1235	514	730	49	365	10	0	1561	196	33	218	541	203	645	28	289	30	20	14	719	921	1844	881	450	47	76	298	150	2	31	704	439	8	169
OTU_106	0	0	212	0	0	27	0	7	0	28	0	0	0	0	0	0	0	225	5	0	0	0	0	39	6	0	0	0	186	83	221	20	7	0	7	0	34	0	0	0	25	0	0	0	0	0	0	87	0	139	0	238	12	97	25	83	18	0	0	0	11	0	0	0	0	0	0	11	0	73	0	131	0	0	154	0	0	0	11	1	107	0	7	0	6	0	0	191	202	0	0	0	0	0	40	0	10	0	0	0	0
OTU_81	0	0	0	0	0	17	5	16	12	0	5	16	13	9	19	53	35	175	16	2	11	0	0	6	20	0	4	0	28	21	67	348	196	18	2	0	50	6	9	3	0	0	86	45	0	52	0	132	41	100	9	265	37	56	61	0	6	8	0	16	31	6	0	3	0	13	0	54	25	69	285	0	14	0	0	61	0	0	13	11	36	33	438	174	80	39	0	47	71	0	42	0	95	0	6	0	0	0	0	1	0
OTU_111	0	40	36	0	0	44	0	7	0	3	0	0	3	0	0	0	0	228	0	2	1	0	0	0	11	39	0	0	102	52	83	1	9	0	9	1	7	1	18	6	0	0	8	1	0	26	0	197	42	82	0	153	56	52	16	71	25	0	23	0	40	7	0	0	0	0	0	15	4	139	0	63	0	0	2	0	0	0	15	17	51	0	18	0	40	0	0	55	182	31	45	0	8	0	17	4	0	0	0	0	0
OTU_44	27	113	583	79	105	35	229	18	48	0	2	4	51	49	12	250	171	7	60	121	19	21	103	0	56	15	164	697	27	13	23	316	7	215	56	122	57	13	326	383	1	194	110	551	109	12	332	0	134	0	579	125	196	5	3	49	39	8	0	38	10	17	37	113	25	29	63	268	41	0	194	0	420	0	24	182	148	121	10	29	6	71	25	321	21	83	16	17	0	18	0	30	61	47	9	127	548	36	0	0	0
OTU_119	0	7	0	0	0	41	0	4	21	0	0	3	9	0	28	0	0	218	0	0	0	0	18	51	0	0	36	0	24	60	78	6	7	0	6	0	0	0	0	0	17	0	0	0	0	0	0	59	61	125	10	0	0	22	64	25	17	0	0	0	52	0	0	6	7	0	0	60	0	42	0	18	12	0	52	0	0	7	54	7	74	0	0	0	38	5	0	109	123	14	44	0	4	0	71	2	31	0	0	0	0
OTU_136	0	14	0	0	48	0	29	0	11	0	0	0	0	0	0	0	0	0	212	0	0	6	13	0	680	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	10	0	21	7	20	0	1	0	0	211	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	14	0	0	0	0	15	0	99	0	0	0	0	0	0	0
OTU_50	1	21	171	112	45	78	24	37	16	64	19	106	3	68	13	131	33	34	17	227	81	49	34	176	29	35	193	339	121	68	54	70	30	472	26	41	0	17	97	118	2	0	58	109	49	62	471	96	414	10	298	69	42	18	15	45	69	11	47	78	27	69	73	86	71	74	81	85	17	261	92	71	153	0	27	103	30	42	21	30	0	69	0	60	26	347	62	70	16	140	123	51	8	37	31	323	33	0	0	5	0
OTU_36	62	31	142	106	51	1075	8	483	0	279	24	2	3	0	0	186	53	201	159	19	2	0	97	154	22	0	41	308	384	243	63	63	4	505	111	20	424	1	17	115	307	31	642	23	0	6	33	442	6	23	3	97	72	402	213	83	714	18	14	660	152	471	0	40	0	0	29	124	175	211	366	158	16	0	140	153	33	96	230	21	278	4	9	255	736	277	0	1426	277	14	162	25	0	18	354	0	69	0	0	0	0
OTU_292	23	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	27	6	1	0	0	0	0	5	0	8	0	0	24	0	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	5	0	0	55	0	0	0	0	0	0	0	0	11	0	0	0	0	0	35	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	25	0	0	0	0	0	0	0	0	7	0	0	14	0	0	0	0	0
OTU_66	0	6	0	0	0	2	185	0	0	0	161	50	65	1	0	0	0	3	0	157	1353	0	0	0	1	10	18	0	0	0	19	8	0	343	0	0	3	37	0	161	5	0	172	0	8	131	17	38	0	2	14	15	15	0	15	0	0	31	8	3	3	9	11	73	0	35	29	0	10	44	0	41	0	0	0	0	0	0	13	7	0	63	924	90	6	0	11	30	0	16	8	0	31	186	15	0	24	0	0	0	0
OTU_447	0	0	0	31	1	6	0	13	0	11	0	0	0	0	0	0	0	2	10	0	0	0	0	2	4	0	0	25	0	0	0	5	0	5	0	0	0	0	0	9	2	0	0	0	0	0	0	4	0	0	0	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	14	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	7	1	0	8	3	4	0	0	0	43	0	0	0	0
OTU_1555	0	4	0	0	1	5	1	8	0	0	0	0	1	0	0	5	5	6	1	0	0	0	0	14	1	0	5	0	5	11	22	0	6	2	4	0	1	0	7	1	5	0	14	5	0	1	0	10	21	2	0	0	2	3	1	2	3	2	0	1	1	0	0	26	3	0	0	10	0	0	0	0	4	0	6	0	0	1	5	0	25	0	0	3	0	45	0	5	12	0	8	0	0	0	1	0	0	4	0	0	0
OTU_63	131	21	167	122	41	19	30	22	0	100	22	61	47	166	110	244	18	69	16	43	43	137	42	131	44	26	34	83	47	171	24	153	68	257	35	306	193	21	37	47	25	0	179	53	61	78	81	46	45	33	115	128	119	23	21	38	45	86	24	22	21	10	35	41	82	30	31	144	28	20	178	24	58	0	34	166	20	49	35	23	65	2	12	144	12	23	138	17	58	41	107	11	127	40	67	91	283	57	33	0	0
OTU_70	252	34	44	0	172	12	0	0	16	50	4	0	0	2	50	12	0	14	108	15	0	10	101	0	21	0	0	0	76	0	0	0	92	136	199	0	1	0	0	0	0	0	0	2	34	23	0	12	26	47	0	0	0	1253	0	0	0	13	82	283	8	395	0	0	0	23	63	10	0	73	10	0	0	0	0	89	116	53	67	129	34	5	0	28	0	0	32	0	0	14	10	56	0	44	0	0	7	0	73	1	0
OTU_405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_148	0	0	0	0	0	0	11	0	0	0	1	126	0	0	0	0	0	0	0	22	0	0	21	0	0	1	336	0	0	0	0	0	8	0	0	0	0	3	0	71	0	0	58	53	0	0	0	0	0	0	65	0	0	0	0	0	7	0	0	0	0	7	0	12	0	0	0	0	0	0	9	0	121	0	0	0	0	19	0	0	0	9	27	0	7	20	0	5	0	10	39	0	133	26	15	2	25	0	0	0	0
OTU_14	953	337	0	70	507	505	0	678	493	90	0	1	0	0	59	107	0	925	1469	0	9	411	1265	2051	134	1	6	54	294	608	372	86	388	224	1492	21	130	1	18	4	662	33	64	2	559	43	1	1279	81	405	0	54	64	1537	615	268	890	14	130	1560	300	1468	0	2	0	3	400	244	81	1972	118	520	11	26706	635	38	239	711	368	26	409	5	36	0	209	22	127	2000	792	1381	218	143	0	42	508	3	373	280	141	25	0
OTU_55	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	19	0	0	0	0	0	1	0	0	0	0	5951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	12	0
OTU_57	203	205	166	182	399	109	466	81	146	397	170	686	66	46	213	68	67	15	175	907	521	108	352	366	242	835	189	305	49	38	91	383	275	369	147	390	322	196	408	396	148	0	154	369	94	129	762	221	942	40	520	137	381	30	50	47	45	223	48	169	69	231	75	905	166	282	362	391	192	242	161	140	347	0	138	223	129	188	37	344	46	294	218	126	39	439	121	97	112	103	176	152	72	225	85	50	95	75	28	8	0
OTU_120	0	0	0	0	0	363	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	227	0	55	24	8	0	0	0	0	1	9	0	0	1	0	254	0	0	12	0	0	0	0	10	0	0	0	0	0	25	4	0	0	0	0	43	6	682	0	0	0	0	0	0	54	20	135	3	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2073	54	6	41	13	15	0	916	0	0	15	10	174	70	53	22	0	16	0	6	77	42	0	31	0	6	157	166	0	2	0	39	64	0	135	35	132	73	48	411	99	0	0	11	332	27	16	557	2	367	0	213	46	67	7	0	0	10	0	0	2	0	11	60	149	104	1	15	38	0	0	71	0	490	0	0	19	56	13	0	8	0	60	0	81	0	50	0	4	0	113	0	0	21	14	0	57	42	78	10	0	0
OTU_235	0	24	0	0	0	0	13	0	0	13	0	18	0	0	0	0	0	0	3	0	1	0	0	0	0	28	17	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	31	3	0	0	24	0	0	0	48	0	40	0	0	0	0	5	0	2	0	0	20	27	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	55	0	0	0
OTU_140	0	11	0	41	0	12	20	0	0	0	0	4	6	22	29	0	0	0	0	24	17	0	10	0	0	0	11	0	0	0	0	0	0	0	21	0	0	24	97	0	0	0	43	291	0	0	72	0	10	0	33	0	30	0	0	0	0	15	0	6	0	51	17	48	27	13	0	0	0	0	18	0	69	0	0	0	0	6	0	0	0	53	0	0	0	8	0	0	0	0	0	0	11	103	0	17	0	0	7	0	0
OTU_147	0	5	34	0	0	106	0	66	0	0	0	0	0	0	0	0	0	66	0	0	0	0	12	167	0	0	0	0	85	26	0	0	0	0	12	0	9	0	0	0	23	0	0	0	0	0	0	104	0	17	1	0	0	11	67	23	58	0	0	1	41	0	0	0	0	0	0	0	0	110	0	71	0	0	102	0	0	5	30	0	64	0	0	0	10	0	0	61	59	0	21	0	0	0	45	0	0	0	0	0	0
OTU_1458	646	10	72	0	150	77	21	91	55	147	18	10	4	1	376	41	0	400	353	9	10	139	134	233	256	3	23	0	1004	678	1628	52	538	194	90	389	81	9	3	9	266	414	2299	10	160	100	33	320	92	293	24	113	322	56	296	359	46	45	0	78	401	12	2	15	0	43	425	480	92	320	34	226	0	0	192	0	2	13	168	169	407	0	254	44	9	6	185	398	857	124	184	17	26	108	125	10	139	151	49	1	0
OTU_82	597	170	0	0	163	0	3	0	32	18	61	0	3	0	0	0	0	19	323	0	0	21	722	14	8	0	0	0	10	0	0	0	49	0	1329	0	0	0	0	0	0	0	0	0	41	1	0	46	10	4	0	0	0	0	1	0	0	65	285	1176	97	1114	0	0	0	73	128	0	0	24	15	0	0	0	0	0	114	201	0	10	0	8	0	0	0	0	56	0	1	28	0	150	2	51	0	0	0	57	112	0	0
OTU_12	1187	191	686	244	643	163	5486	40	58	309	1877	1648	3833	1890	1164	675	2740	64	220	4079	1875	154	269	246	202	1873	5342	841	115	72	98	622	114	675	286	654	266	2089	7576	7059	20	210	421	5120	762	155	1602	117	6603	27	9564	178	758	426	57	122	34	1030	263	684	47	174	1580	3717	1270	1344	214	258	189	46	373	36	4334	0	50	226	46	117	155	250	41	4885	158	1514	30	1655	119	92	137	298	25	52	1081	608	54	1882	553	654	116	40	0
OTU_145	0	0	0	0	0	0	0	7	318	0	0	0	27	0	0	0	19	0	523	0	0	79	46	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	2	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	0	0	0	2	0	0	5	0	178	0	0	53	0	0	0	0	0	0	0	0	0	0	0
OTU_99	0	0	0	16	19	21	0	0	0	650	0	0	0	0	0	0	0	6	1390	1	0	0	67	10	24	0	0	0	0	41	0	0	0	0	64	0	0	0	0	4	0	0	9	1	0	0	0	27	0	2	0	0	0	27	31	0	16	0	0	17	20	0	0	0	0	0	46	0	170	15	0	0	0	0	13	25	0	170	7	0	5	0	0	0	5	0	22	3	9	0	5	5	0	0	0	0	0	0	0	0	0
OTU_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	717	0	0	23	0	0	0	0	0	0	0	0	21	0	0	0	0	0	34	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1335	0	1	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	4	1	0	2	0	0	0	3	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0
OTU_208	0	0	22	0	0	0	0	0	0	0	0	0	17	229	0	0	0	4	0	0	307	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	104	0	0	4	0	0	68	0	0	0	0	0	4	0	0	69	0	11	0	0	0	30	0	0	0	0	0	0	62	155	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	37	0	0	71	0	0	0	0
OTU_113	133	0	0	51	112	0	225	1	0	0	72	80	241	94	0	26	100	12	6	32	8	0	0	0	0	49	402	0	0	0	0	36	0	18	0	0	35	230	98	126	0	0	0	607	36	23	0	0	711	0	25	38	0	0	0	0	0	111	0	0	0	13	50	29	126	380	0	0	0	16	0	0	174	0	0	38	0	0	0	4	0	131	18	32	0	53	0	0	0	21	0	0	10	52	0	24	27	0	14	1	1
OTU_349	0	7	45	0	0	10	0	0	4	0	0	0	0	0	0	0	0	10	6	0	0	0	6	19	4	0	0	0	36	0	0	7	0	0	3	0	7	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	4	0	0	0	0	2	0	0	36	0	34	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	10	0	0	0	5	0	0	4	0	0	0	0	0	0
OTU_2371	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_29	272	125	243	289	50	27	413	85	84	165	144	65	479	66	160	116	240	14	110	91	11	37	51	13	123	60	386	205	30	0	336	224	129	222	83	596	188	94	1408	996	58	139	648	802	49	90	232	61	509	17	1142	530	303	29	27	61	67	9	20	35	134	149	21	291	22	61	99	345	64	31	445	93	411	0	194	325	37	30	55	48	9	77	142	585	2	209	22	399	8	62	40	54	47	82	42	63	1529	34	8	0	0
OTU_22	0	0	22	22	0	0	1618	5	0	16	2653	6811	518	1538	31	0	344	0	0	1514	773	0	0	0	0	1018	793	18	0	0	27	6	32	88	0	0	0	541	2602	886	0	0	0	503	0	152	303	3	0	0	767	0	0	0	0	0	0	0	0	0	0	0	3392	1055	105	93	3	62	62	8	18	0	2196	0	0	0	0	8	0	31	0	751	0	3	0	342	0	6	0	1	0	0	5108	7	0	830	4	0	0	0	0
OTU_174	9	0	0	26	0	2	9	0	25	2	8	11	8	18	0	6	16	1	0	17	0	0	0	2	0	30	13	45	25	0	0	36	5	9	1	0	38	4	12	0	0	0	6	65	19	4	0	0	13	17	3	0	70	5	0	0	0	5	0	0	0	11	10	27	14	0	5	30	1	0	0	0	26	0	0	39	0	7	30	0	8	5	0	36	0	39	0	0	4	0	47	0	15	3	0	61	28	0	0	0	0
OTU_178	47	0	0	17	0	3	0	0	0	0	0	0	0	1	0	0	0	3	15	9	26	0	59	37	16	112	0	0	66	10	0	20	18	43	13	0	26	5	6	23	0	0	0	34	3	1	0	0	66	7	62	0	0	2	4	18	9	0	0	18	1	17	3	0	28	220	9	0	0	36	4	0	8	0	26	18	0	1	8	26	0	14	27	0	10	5	0	17	13	25	0	2	20	87	3	0	0	0	0	0	0
OTU_299	47	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	4	1	14	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	2	0	6	0	0	0	38	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	6	0	10	23	0	0	0	0	29	0	0	0	0	0	0	0	0
OTU_531	0	0	0	0	0	2	0	0	0	0	0	11	4	0	0	0	25	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2468	0	0	1	0	0	0	1559	0	0	0	1	1	0	1	1	0	1	0	0	0	4	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	32	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	94	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	13	0	0	3	4	0	0	0	0
OTU_49	42	0	17	0	1	108	0	23	10	154	0	0	4	0	0	0	0	476	7	80	0	17	2	275	0	0	0	54	437	402	1585	4	131	25	4	0	40	0	0	0	26	436	233	0	0	87	0	373	21	166	0	39	15	30	51	166	0	0	10	2	33	0	0	0	0	0	30	220	42	302	10	163	0	0	183	12	0	45	30	41	244	4	15	13	22	0	0	123	206	8	88	0	0	0	77	6	16	14	11	0	1
OTU_72	846	144	0	0	451	0	0	0	32	0	0	0	0	0	85	0	0	7	840	2	0	431	880	0	102	0	0	0	0	0	1	0	0	0	817	0	0	0	0	0	0	0	0	5	134	0	0	0	40	0	0	0	20	0	0	0	0	82	245	1214	0	986	5	0	0	128	868	0	0	0	0	0	0	0	21	0	250	1051	0	28	0	12	0	98	0	0	317	0	0	919	0	307	0	284	0	0	0	109	421	3	0
OTU_100	8	23	186	304	29	10	31	6	11	155	10	19	7	31	27	318	0	0	16	36	6	21	13	1	15	13	9	72	0	3	11	127	8	31	10	84	9	7	25	90	0	317	0	48	3	13	0	0	2	0	21	28	55	6	23	0	13	92	11	8	23	3	23	34	61	0	2	130	56	24	27	2	50	0	16	98	10	3	14	34	0	22	21	59	8	40	8	3	0	10	0	7	21	71	3	19	93	0	0	0	0
OTU_87	30	0	0	71	13	57	75	0	36	17	8	5	4	11	0	47	6	15	23	31	7	0	35	0	24	19	27	0	0	10	0	29	0	46	14	150	10	34	113	60	0	0	35	211	18	8	16	1	5	6	57	17	10	3	17	0	0	0	8	3	1208	5	8	66	25	0	0	31	12	9	13	0	281	0	0	22	0	79	0	4	8	14	16	85	15	171	0	6	13	0	7	3	8	21	0	18	27	0	0	1	0
OTU_2570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_90	0	0	0	0	3	9	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	49	0	0	0	0	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	20	0	0	46	0	4	0	0	0	7	28	28	0	0	0	1682	0	791	0	0	0	0	0	0	0	1	0	96	0	0	0	0	0	0	0	0	229	0	0	0	5	0	0	0	11	115	0	0	0	0	0	0	0	0	0	0	0
OTU_96	0	2	0	44	3	46	0	19	6	3	1	0	0	0	0	70	0	483	2	4	0	0	0	34	1	0	0	0	131	110	290	28	25	3	0	45	11	0	0	0	64	0	55	7	2	0	0	230	0	154	0	136	19	43	25	86	0	0	3	2	18	0	0	0	0	0	0	25	10	75	0	38	0	0	95	0	0	5	18	12	136	0	21	0	29	0	0	54	89	9	26	0	9	0	49	0	0	15	0	0	0
OTU_26	503	707	0	0	634	10	0	15	210	1708	46	1	0	0	14	0	0	136	1955	82	1	12	1321	700	1518	4	0	15	208	39	130	14	5	0	3060	0	268	0	0	0	20	0	912	55	83	52	0	288	1	32	0	35	0	0	11	95	6	172	387	2603	1	1412	0	0	0	0	1474	59	269	138	24	5	0	0	89	18	231	360	0	242	33	38	8	0	5	0	466	72	130	702	29	536	5	270	16	0	0	468	190	4	1
