jrk_template	Phylum	Class	Order	Family	GENUS	primary_lifestyle	Secondary_lifestyle	Genus	
jrk11100	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Tapesia	unspecified_saprotroph		Septoriella	litter_saprotroph
jrk11109	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Phialina	unspecified_saprotroph		#N/A	#N/A
jrk11101	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Ploettnerula	unspecified_saprotroph		#N/A	#N/A
	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Pseudolanzia	litter_saprotroph		Neofitzroyomyces	plant_pathogen
jrk08321	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Staheliella	soil_saprotroph		Eocronartium	plant_pathogen
jrk11108	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Mycopappus	plant_pathogen		Neosetophoma	litter_saprotroph
	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Srinivasanomyces	wood_saprotroph		#N/A	#N/A
jrk11103	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Aotearoamyces	wood_saprotroph		#N/A	#N/A
	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Blastosporium	plant_pathogen		Mrakiella	soil_saprotroph
jrk11110	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Heufleria			Neopseudolachnella	litter_saprotroph
jrk11111	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Mycomelanea			Leptospora	litter_saprotroph
jrk11112	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Triblidiopsis	wood_saprotroph	foliar_endophyte	Neosetophoma	litter_saprotroph
jrk11113	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Ascophanus	dung_saprotroph		Cystobasidium	mycoparasite
jrk11114	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Dennisiopsis	dung_saprotroph		Cercospora	plant_pathogen
	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geocavicola			Neosetophoma	litter_saprotroph
jrk11115	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lasiocupulina	soil_saprotroph		Plenodomus	plant_pathogen
	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudocoprotus	dung_saprotroph		Vishniacozyma	soil_saprotroph
jrk11116	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Pygmaeosphaera	lichen_parasite	fungal_decomposer	Neosetophoma	litter_saprotroph
	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Ascopersicus	unspecified_saprotroph		Neosetophoma	litter_saprotroph
jrk11117	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Diploceras	plant_pathogen		Tilletia	plant_pathogen
jrk11118	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Disaeta	plant_pathogen		Heterophoma	plant_pathogen
jrk11119	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Distononappendiculata	unspecified_saprotroph		#N/A	#N/A
jrk11120	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Diversimediispora	soil_saprotroph		Neocamarosporium	wood_saprotroph
jrk11122	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Nonappendiculata	litter_saprotroph		Filobasidium	unspecified_saprotroph
jrk11123	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Parabartalinia	litter_saprotroph		Duportella	wood_saprotroph
jrk11124	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Pseudosarcostroma			Sporormiella	litter_saprotroph
jrk11125	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Xenoseimatosporium	unspecified_saprotroph		#N/A	#N/A
jrk11126	Ascomycota	Sordariomycetes	Cephalothecales	Cephalothecaceae	Victoriomyces	soil_saprotroph		Bulleribasidium	unspecified_saprotroph
jrk11127	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Miyoshiella	unspecified_saprotroph		Ophiognomonia	plant_pathogen
jrk11129	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriales family incertae sedis	Neonawawia	litter_saprotroph		Kondoa	unspecified_saprotroph
jrk11130	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora	soil_saprotroph		Dissoconium	litter_saprotroph
jrk11131	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Echinusitheca	soil_saprotroph		#N/A	#N/A
jrk11132	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Pseudomicrothecium	litter_saprotroph		Aureobasidium	sooty_mold
jrk11136	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Myrtonectria	plant_pathogen	wood_saprotroph	Alternaria	plant_pathogen
	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Myrtoporthe	plant_pathogen	wood_saprotroph	Paraphaeosphaeria	wood_saprotroph
	Ascomycota	Sordariomycetes	Diaporthales	Diaporthales family incertae sedis	Kamalia	plant_pathogen		Sporobolomyces	mycoparasite
jrk11137	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Flavignomonia	plant_pathogen	wood_saprotroph	#N/A	#N/A
jrk11138	Ascomycota	Sordariomycetes	Diaporthales	Melanconiellaceae	Septomelanconiella	wood_saprotroph		Didymella	plant_pathogen
jrk11139	Ascomycota	Sordariomycetes	Diaporthales	Melanconiellaceae	Sheathospora	plant_pathogen	wood_saprotroph	Cercospora	plant_pathogen
jrk11141	Ascomycota	Sordariomycetes	Diaporthales	Phaeoappendicosporaceae	Neophaeoappendicospora	litter_saprotroph		Phaeosphaeria	litter_saprotroph
jrk11142	Ascomycota	Sordariomycetes	Diaporthales	Pseudomelanconidaceae	Neopseudomelanconis	unspecified_saprotroph		#N/A	#N/A
jrk11143	Ascomycota	Sordariomycetes	Diaporthomycetidae order incertae sedis	Diaporthomycetidae family incertae sedis	Aquimonospora	wood_saprotroph		Dioszegia	litter_saprotroph
jrk11144	Ascomycota	Sordariomycetes	Diaporthomycetidae order incertae sedis	Diaporthomycetidae family incertae sedis	Proliferophorum	wood_saprotroph		#N/A	#N/A
jrk11145	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneochlamydosporium	soil_saprotroph		Microdochium	plant_pathogen
jrk11146	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneomyces	litter_saprotroph		Ramularia	plant_pathogen
jrk11147	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chlamydosporiella	unspecified_saprotroph		#N/A	#N/A
jrk11148	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	soil_saprotroph		Orbilia	wood_saprotroph
jrk11149	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Fuscohypha	soil_saprotroph		Dinemasporium	litter_saprotroph
jrk11150	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Musidium	plant_pathogen	root-associated	Vishniacozyma	soil_saprotroph
jrk11151	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Nigrocephalum	animal_parasite		Neosetophoma	litter_saprotroph
jrk11152	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Paragibellulopsis	litter_saprotroph		Zymoseptoria	plant_pathogen
jrk11153	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Paramusicillium	soil_saprotroph		Saitozyma	soil_saprotroph
jrk11154	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Phialoparvum	soil_saprotroph		Phomopsis	plant_pathogen
jrk11155	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sayamraella	soil_saprotroph		Mortierella	soil_saprotroph
jrk11156	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Summerbellia	soil_saprotroph		#N/A	#N/A
jrk11157	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Theobromium			Stagonospora	plant_pathogen
jrk11158	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Chrysonectria	wood_saprotroph		Pseudoophiobolus	litter_saprotroph
	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Pilonectria			#N/A	#N/A
jrk11159	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Helicocollum	animal_parasite		Dioszegia	litter_saprotroph
jrk11160	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Nigelia	animal_parasite		Cryptocline	plant_pathogen
jrk11161	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Romanoa	soil_saprotroph		Hannaella	animal_parasite
	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Neobaryopsis	lichen_parasite	fungal_decomposer	Hannaella	animal_parasite
jrk11162	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Kiflimonium	soil_saprotroph		Pyrenophora	plant_pathogen
jrk11163	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Stephanoma	mycoparasite	fungal_decomposer	Acremonium	unspecified_saprotroph
jrk11165	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Murinectria	unspecified_saprotroph		#N/A	#N/A
jrk11166	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Neoeucasphaeria			Entyloma	plant_pathogen
jrk11167	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium			Vishniacozyma	soil_saprotroph
jrk11168	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Hyalinostachys	wood_saprotroph		Leptospora	litter_saprotroph
jrk11169	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Bifusisporella	foliar_endophyte	foliar_endophyte	#N/A	#N/A
jrk11170	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Setameliola	plant_pathogen	epiphyte	#N/A	#N/A
jrk11171	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Amphitrite	wood_saprotroph		#N/A	#N/A
jrk11172	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Aniptosporopsis	wood_saprotroph		Tetraploa	litter_saprotroph
jrk11173	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Lautisporopsis	wood_saprotroph		Clonostachys	wood_saprotroph
jrk11174	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Paraaniptodera	wood_saprotroph		Ceratobasidium	plant_pathogen
jrk11175	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Fairmania	wood_saprotroph		Cladosporium	litter_saprotroph
jrk11176	Ascomycota	Sordariomycetes	Microascales	Triadelphiaceae	Synnematotriadelphia	litter_saprotroph		Neosetophoma	litter_saprotroph
jrk11179	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Afroraffaelea	plant_pathogen	arthropod-associated	#N/A	#N/A
	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Neomonodictys	wood_saprotroph		#N/A	#N/A
jrk11180	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Allobotryotrichum	plant_pathogen		Phaeosphaeria	litter_saprotroph
jrk11181	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Episternus	animal_parasite		Nigrospora	litter_saprotroph
jrk11182	Ascomycota	Sordariomycetes	Sordariomycetes order incertae sedis	Sordariomycetes family incertae sedis	Guarroa	wood_saprotroph		Tricellula	litter_saprotroph
	Ascomycota	Sordariomycetes	Sordariomycetes order incertae sedis	Sordariomycetes family incertae sedis	Phaeobotrys	wood_saprotroph		Didymella	plant_pathogen
jrk11183	Ascomycota	Sordariomycetes	Torpedosporales	Juncigenaceae	Elbamycella	plant_pathogen	litter_saprotroph	Neodevriesia	plant_pathogen
jrk11184	Ascomycota	Sordariomycetes	Xenospadicoidales	Xenospadicoidaceae	Neospadicoides	wood_saprotroph	litter_saprotroph	Karstenia	unspecified_saprotroph
	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Allodiatrype	litter_saprotroph		Colletotrichum	plant_pathogen
jrk11186	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Halocryptovalsa	wood_saprotroph		Colletotrichum	plant_pathogen
jrk11187	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Neoeutypella	wood_saprotroph		Limonomyces	plant_pathogen
jrk11188	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Natonodosa	litter_saprotroph		#N/A	#N/A
	Ascomycota	Sordariomycetes	Xylariales	Xylariales family incertae sedis	Xenoanthostomella	litter_saprotroph		#N/A	#N/A
jrk11189	Ascomycota	Sordariomycetes	Xylariomycetidae order incertae sedis	Cainiaceae	Alishanica	litter_saprotroph		Rhizophlyctis	litter_saprotroph
jrk11190	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Buerenia	plant_pathogen		#N/A	#N/A
jrk11192	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Lignomphalia	wood_saprotroph		Alternariaster	plant_pathogen
jrk11193	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Vanromburghia	wood_saprotroph		Kurtzmanomyces	unspecified_saprotroph
jrk11194	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Limacellopsis	soil_saprotroph		Vishniacozyma	soil_saprotroph
jrk11195	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Zhuliangomyces	soil_saprotroph		#N/A	#N/A
jrk11196	Basidiomycota	Agaricomycetes	Agaricales	Callistosporiaceae	Anupama	litter_saprotroph		#N/A	#N/A
jrk11197	Basidiomycota	Agaricomycetes	Agaricales	Cystostereaceae	Rigidotubus	wood_saprotroph		Fusarium	plant_pathogen
jrk11198	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Sinohygrocybe	litter_saprotroph	soil_saprotroph	Cistella	wood_saprotroph
	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Paragymnopus	wood_saprotroph	litter_saprotroph	Periconia	plant_pathogen
jrk11199	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Pusillomyces	wood_saprotroph	litter_saprotroph	Phaeosphaeria	litter_saprotroph
	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Chrysomycena	wood_saprotroph		Plagiostoma	wood_saprotroph
jrk11191	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Leucoinocybe	wood_saprotroph		Ramularia	plant_pathogen
	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Pulverulina	wood_saprotroph		Stagonospora	plant_pathogen
jrk11200	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Pleuromyces	wood_saprotroph		Stagonospora	plant_pathogen
	Basidiomycota	Agaricomycetes	Agaricales 	Callistosporiaceae	Xerophorus	litter_saprotroph	soil_saprotroph	Limonomyces	plant_pathogen
jrk11201	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Gelacantha	wood_saprotroph		#N/A	#N/A
jrk11202	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Grammatus	wood_saprotroph		#N/A	#N/A
jrk11203	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Hyalodon	wood_saprotroph		Cyphellophora	litter_saprotroph
jrk11204	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Hydrophana	wood_saprotroph		Dioszegia	litter_saprotroph
jrk11205	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Mycostilla	wood_saprotroph		Lectera	plant_pathogen
jrk11206	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Myxariellum	wood_saprotroph		#N/A	#N/A
jrk11207	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Ofella	wood_saprotroph		Udeniomyces	unspecified_saprotroph
jrk11208	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Protoacia	wood_saprotroph		#N/A	#N/A
jrk11209	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Stypellopsis	wood_saprotroph		Neosetophoma	litter_saprotroph
jrk11210	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Indoporus	ectomycorrhizal		#N/A	#N/A
jrk11211	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Ionosporus	ectomycorrhizal		Bipolaris	plant_pathogen
	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Longistriata	ectomycorrhizal		Schizothecium	dung_saprotroph
jrk11212	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Spongispora	ectomycorrhizal		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Neoacladium	wood_saprotroph		Pseudopithomyces	plant_pathogen
	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Bergerella	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk11213	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laeticorticium	wood_saprotroph		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hydnoporia	wood_saprotroph		#N/A	#N/A
jrk11214	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Grandinia	wood_saprotroph		#N/A	#N/A
jrk11215	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Ranadivia	wood_saprotroph		#N/A	#N/A
jrk11216	Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Gloeoporellus	wood_saprotroph		Symmetrospora	epiphyte
jrk11217	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Resiniporus	wood_saprotroph		Radulidium	unspecified_saprotroph
jrk11218	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Kusaghiporia	wood_saprotroph		Diaporthe	plant_pathogen
jrk11220	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hermanssonia	wood_saprotroph		Exophiala	animal_parasite
jrk11221	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophanerochaete	wood_saprotroph		Knufia	soil_saprotroph
jrk11222	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Pappia	wood_saprotroph		#N/A	#N/A
jrk11223	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Stereophlebia	wood_saprotroph		Pestalotiopsis	plant_pathogen
jrk11224	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Crepatura	wood_saprotroph		#N/A	#N/A
jrk11225	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Efibulella	wood_saprotroph		Scytalidium	wood_saprotroph
jrk11226	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Odontoefibula	wood_saprotroph		Periconia	plant_pathogen
jrk11227	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cinereomycetella	wood_saprotroph		Podosphaera	plant_pathogen
jrk11228	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dextrinoporus	wood_saprotroph		Neosetophoma	litter_saprotroph
jrk11229	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Endopandanicola	foliar_endophyte	foliar_endophyte	Sistotrema	litter_saprotroph
jrk11230	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Murinicarpus			Phaeosphaeria	litter_saprotroph
jrk11231	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pilatotrama	wood_saprotroph		#N/A	#N/A
jrk11232	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Szczepkamyces	wood_saprotroph		Taphrina	plant_pathogen
jrk11233	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Amaropostia	wood_saprotroph		#N/A	#N/A
jrk11234	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Calcipostia	wood_saprotroph		Exophiala	animal_parasite
jrk11235	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Cyanosporus	wood_saprotroph		Emericellopsis	soil_saprotroph
jrk11236	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Cystidiopostia	wood_saprotroph		#N/A	#N/A
jrk11237	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Fuscopostia	wood_saprotroph		Septoriella	litter_saprotroph
jrk11238	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Elaphroporia	wood_saprotroph		Paramycosphaerella	plant_pathogen
	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Trianguloporus			#N/A	#N/A
jrk11239	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Trullella	wood_saprotroph		Inocybe	ectomycorrhizal
	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Parapterulicium	litter_saprotroph		Didymella	plant_pathogen
jrk11241	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Confertextum	wood_saprotroph		#N/A	#N/A
jrk11242	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Gloeosoma	wood_saprotroph		#N/A	#N/A
jrk11243	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Matula	wood_saprotroph		#N/A	#N/A
jrk11244	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Agaricostilbum	litter_saprotroph		Stagonospora	plant_pathogen
	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Boekhoutia	epiphyte		Orbilia	wood_saprotroph
	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Jianyuniaceae	Pseudosterigmatospora	epiphyte		#N/A	#N/A
	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Jianyuniaceae	Sterigmatospora	epiphyte		#N/A	#N/A
jrk11245	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Saccosoma	wood_saprotroph		Taphrina	plant_pathogen
jrk11246	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Halobasidium	unspecified		Cystobasidium	mycoparasite
	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiales family incertae sedis	Begerowomyces	epiphyte		Peniophora	wood_saprotroph
	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiales family incertae sedis	Robertozyma	soil_saprotroph		Neovaginatispora	wood_saprotroph
	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes order incertae sedis	Cystobasidiomycetes family incertae sedis	Lichenozyma	lichen_parasite	fungal_decomposer	Neosetophoma	litter_saprotroph
jrk11247	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes order incertae sedis	Cystobasidiomycetes family incertae sedis	Queiroziella	epiphyte		Diaporthe	plant_pathogen
	Basidiomycota	Cystobasidiomycetes	Spiculogloeales	Spiculogloeales family incertae sedis	Meniscomyces	epiphyte	soil_saprotroph	Sclerostagonospora	litter_saprotroph
jrk11249	Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania	epiphyte		#N/A	#N/A
jrk11248	Basidiomycota	Microbotryomycetes	Heterogastridiales	Heterogastridiaceae	Krieglsteinera	mycoparasite	fungal_decomposer	#N/A	#N/A
