OTU,Genus,PRIMARY TROPHIC GUILD
OTU_6029,Diplodia,plant_pathogen
OTU_1369,Saitozyma,soil_saprotroph
OTU_6627,#N/A,#N/A
OTU_3405,Zalaria,unspecified_saprotroph
OTU_3575,Ceriporia,wood_saprotroph
OTU_1164,Veronaea,plant_pathogen
OTU_2604,Ramularia,plant_pathogen
OTU_3692,Stereum,wood_saprotroph
OTU_7238,Phaeosphaeria,litter_saprotroph
OTU_5791,Constantinomyces,unspecified_saprotroph
OTU_7478,Neosetophoma,litter_saprotroph
OTU_3278,Diatrypella,plant_pathogen
OTU_5596,Serendipita,root_endophyte
OTU_5609,Phaeosphaeria,litter_saprotroph
OTU_2940,#N/A,#N/A
OTU_1843,#N/A,#N/A
OTU_5495,Neosetophoma,litter_saprotroph
OTU_5116,Neosetophoma,litter_saprotroph
OTU_3582,#N/A,#N/A
OTU_2509,Hyphoderma,wood_saprotroph
OTU_1384,#N/A,#N/A
OTU_5876,Wrightoporia,wood_saprotroph
OTU_6345,Sarcoporia,wood_saprotroph
OTU_6290,Cercospora,plant_pathogen
OTU_7740,#N/A,#N/A
OTU_6951,#N/A,#N/A
OTU_1839,Leptospora,litter_saprotroph
OTU_7599,#N/A,#N/A
OTU_7366,Phaeosphaeria,litter_saprotroph
OTU_3572,Morinia,unspecified_saprotroph
OTU_5338,Neophaeomoniella,plant_pathogen
OTU_4017,Hyphoderma,wood_saprotroph
OTU_4126,Basidiodendron,wood_saprotroph
OTU_3512,Neosetophoma,litter_saprotroph
OTU_3496,Crocicreas,litter_saprotroph
OTU_6225,Graminopassalora,plant_pathogen
OTU_4543,#N/A,#N/A
OTU_3829,Yunzhangia,unspecified
OTU_1528,Insolibasidium,plant_pathogen
OTU_1015,#N/A,#N/A
OTU_7526,Neosetophoma,litter_saprotroph
OTU_6902,#N/A,#N/A
OTU_2919,#N/A,#N/A
OTU_5278,Psilocybe,litter_saprotroph
OTU_1862,Ascochyta,plant_pathogen
OTU_4713,Candelabrochaete,wood_saprotroph
OTU_3853,Ascobolus,litter_saprotroph
OTU_3375,Phanerochaete,wood_saprotroph
OTU_2249,#N/A,#N/A
OTU_6062,Coccomyces,litter_saprotroph
OTU_3527,#N/A,#N/A
OTU_981,Cryptocline,plant_pathogen
OTU_1836,Dioszegia,litter_saprotroph
OTU_7782,#N/A,#N/A
OTU_4695,Neosetophoma,litter_saprotroph
OTU_4308,#N/A,#N/A
OTU_3581,Neosetophoma,litter_saprotroph
OTU_5978,#N/A,#N/A
OTU_289,Chaetomium,litter_saprotroph
OTU_4019,Didymella,plant_pathogen
OTU_2751,Neodevriesia,plant_pathogen
OTU_1411,#N/A,#N/A
OTU_908,Peziza,soil_saprotroph
OTU_3340,Rachicladosporium,litter_saprotroph
OTU_4852,Jeremyomyces,wood_saprotroph
OTU_4419,Neosetophoma,litter_saprotroph
OTU_3399,Vishniacozyma,soil_saprotroph
OTU_2283,Menispora,wood_saprotroph
OTU_2576,Teichospora,litter_saprotroph
OTU_3237,#N/A,#N/A
OTU_2637,Typhula,plant_pathogen
OTU_7249,#N/A,#N/A
OTU_2932,Trametes,wood_saprotroph
OTU_3298,Keissleriella,wood_saprotroph
OTU_449,Lecythophora,unspecified_saprotroph
OTU_2551,#N/A,#N/A
OTU_7481,Neosetophoma,litter_saprotroph
OTU_2314,Sistotrema,litter_saprotroph
OTU_600,Camposporium,wood_saprotroph
OTU_472,Ascobolus,litter_saprotroph
OTU_4636,#N/A,#N/A
OTU_7245,#N/A,#N/A
OTU_7759,Cladosporium,litter_saprotroph
OTU_7370,Hyphodontia,wood_saprotroph
OTU_4138,#N/A,#N/A
OTU_2261,Ramularia,plant_pathogen
OTU_2992,Ductifera,wood_saprotroph
OTU_6759,#N/A,#N/A
OTU_3915,#N/A,#N/A
OTU_6705,Neosetophoma,litter_saprotroph
OTU_4196,Neosetophoma,litter_saprotroph
OTU_2257,Glomerobolus,plant_pathogen
OTU_3292,Exobasidium,plant_pathogen
OTU_2101,Xylodon,wood_saprotroph
OTU_3840,Cytosporella,wood_saprotroph
OTU_1141,Penicillium,unspecified_saprotroph
OTU_5283,Heteroacanthella,wood_saprotroph
OTU_4397,Exobasidium,plant_pathogen
OTU_3809,#N/A,#N/A
OTU_3435,Myrothecium,litter_saprotroph
OTU_7482,Neodevriesia,plant_pathogen
OTU_6019,#N/A,#N/A
OTU_4447,#N/A,#N/A
OTU_6572,#N/A,#N/A
OTU_506,#N/A,#N/A
OTU_3920,Ramularia,plant_pathogen
OTU_5320,Rutstroemia,litter_saprotroph
OTU_5789,Diaporthe,plant_pathogen
OTU_1453,#N/A,#N/A
OTU_2855,#N/A,#N/A
OTU_2281,Stereum,wood_saprotroph
OTU_3339,Genolevuria,unspecified_saprotroph
OTU_5605,Neosetophoma,litter_saprotroph
OTU_426,Ascospirella,#N/A
OTU_5584,Neosetophoma,litter_saprotroph
OTU_7371,Neosetophoma,litter_saprotroph
OTU_6907,#N/A,#N/A
OTU_6498,#N/A,#N/A
OTU_4062,Mortierella,soil_saprotroph
OTU_6813,Vishniacozyma,soil_saprotroph
OTU_4406,#N/A,#N/A
OTU_4332,Setomelanomma,plant_pathogen
OTU_5096,#N/A,#N/A
OTU_3088,Mucor,soil_saprotroph
OTU_6001,Phaeosphaeria,litter_saprotroph
OTU_6411,#N/A,#N/A
OTU_3529,#N/A,#N/A
OTU_2945,#N/A,#N/A
OTU_5758,#N/A,#N/A
OTU_5041,Tremella,mycoparasite
OTU_4205,Lophodermium,plant_pathogen
OTU_3875,#N/A,#N/A
OTU_4210,Alternaria,plant_pathogen
OTU_3345,#N/A,#N/A
OTU_774,Cladorrhinum,unspecified_saprotroph
OTU_4152,#N/A,#N/A
OTU_593,#N/A,#N/A
OTU_3155,Fuscoporia,wood_saprotroph
OTU_7405,Papiliotrema,mycoparasite
OTU_5008,Rachicladosporium,litter_saprotroph
OTU_4748,#N/A,#N/A
OTU_2368,Pseudocercosporella,plant_pathogen
OTU_6997,#N/A,#N/A
OTU_7240,Vishniacozyma,soil_saprotroph
OTU_4372,#N/A,#N/A
OTU_1275,#N/A,#N/A
OTU_4999,Neosetophoma,litter_saprotroph
OTU_5712,#N/A,#N/A
OTU_5867,Lapidomyces,unspecified_saprotroph
OTU_2725,#N/A,#N/A
OTU_1420,Paradevriesia,0
OTU_2214,#N/A,#N/A
OTU_2924,Venturia,plant_pathogen
OTU_3319,Limonomyces,plant_pathogen
OTU_879,Mucor,soil_saprotroph
OTU_4903,Neosetophoma,litter_saprotroph
OTU_1284,#N/A,#N/A
OTU_1596,Sclerostagonospora,litter_saprotroph
OTU_5866,Sertulicium,#N/A
OTU_2947,Spencerozyma,epiphyte
OTU_3637,#N/A,#N/A
OTU_6243,Neosetophoma,litter_saprotroph
OTU_1880,#N/A,#N/A
OTU_3975,Phanerodontia,wood_saprotroph
OTU_2320,Ophiognomonia,plant_pathogen
OTU_6061,Neosetophoma,litter_saprotroph
OTU_3044,#N/A,#N/A
OTU_707,Betamyces,pollen_saprotroph
OTU_5339,Mucor,soil_saprotroph
OTU_6012,Neosetophoma,litter_saprotroph
OTU_6543,#N/A,#N/A
OTU_1569,Arthrocatena,soil_saprotroph
OTU_2684,Hydnophlebia,wood_saprotroph
OTU_4537,Neosetophoma,litter_saprotroph
OTU_2864,#N/A,#N/A
OTU_5800,#N/A,#N/A
OTU_3780,Nigrograna,animal_parasite
OTU_4589,Phomopsis,plant_pathogen
OTU_4947,Curvularia,plant_pathogen
OTU_3258,Torula,foliar_endophyte
OTU_3320,#N/A,#N/A
OTU_465,Cladophialophora,soil_saprotroph
OTU_7802,#N/A,#N/A
OTU_2663,Schizothyrium,epiphyte
OTU_5435,Phomopsis,plant_pathogen
OTU_5594,Neosetophoma,litter_saprotroph
OTU_6331,Neosetophoma,litter_saprotroph
OTU_2704,Teratoramularia,epiphyte
OTU_4413,Rhodotorula,unspecified_saprotroph
OTU_3618,Genolevuria,unspecified_saprotroph
OTU_5742,#N/A,#N/A
OTU_2481,Papiliotrema,mycoparasite
OTU_2921,#N/A,#N/A
OTU_856,#N/A,#N/A
OTU_4157,#N/A,#N/A
OTU_5681,Buckleyzyma,epiphyte
OTU_4627,#N/A,#N/A
OTU_7499,Neosetophoma,litter_saprotroph
OTU_4405,#N/A,#N/A
OTU_6842,Fonsecazyma,unspecified_saprotroph
OTU_2846,#N/A,#N/A
OTU_2927,#N/A,#N/A
OTU_6536,Cercospora,plant_pathogen
OTU_6139,Neosetophoma,litter_saprotroph
OTU_7188,Beauveria,animal_parasite
OTU_2196,#N/A,#N/A
OTU_4426,Diaporthe,plant_pathogen
OTU_1159,#N/A,#N/A
OTU_3461,#N/A,#N/A
OTU_1193,Beauveria,animal_parasite
OTU_5554,#N/A,#N/A
OTU_7494,Myxarium,wood_saprotroph
OTU_5937,Phaeosphaeria,litter_saprotroph
OTU_5956,Neosetophoma,litter_saprotroph
OTU_7406,#N/A,#N/A
OTU_4429,#N/A,#N/A
OTU_7687,#N/A,#N/A
OTU_361,#N/A,#N/A
OTU_4944,Ophiognomonia,plant_pathogen
OTU_3765,Rachicladosporium,litter_saprotroph
OTU_3301,Peniophora,wood_saprotroph
OTU_7374,Neosetophoma,litter_saprotroph
OTU_4704,Lophiostoma,wood_saprotroph
OTU_6382,Cylindrium,plant_pathogen
OTU_3018,Rachicladosporium,litter_saprotroph
OTU_6809,#N/A,#N/A
OTU_4338,#N/A,#N/A
OTU_3161,#N/A,#N/A
OTU_2981,#N/A,#N/A
OTU_4430,Sistotrema,litter_saprotroph
OTU_4585,Ramularia,plant_pathogen
OTU_6500,Neosetophoma,litter_saprotroph
OTU_3120,Cyphellophora,litter_saprotroph
OTU_3555,#N/A,#N/A
OTU_5066,#N/A,#N/A
OTU_3121,Neodidymella,plant_pathogen
OTU_1126,Cladophialophora,soil_saprotroph
OTU_5367,Alfaria,litter_saprotroph
OTU_1067,Papiliotrema,mycoparasite
OTU_6113,#N/A,#N/A
OTU_6462,Neosetophoma,litter_saprotroph
OTU_5989,Neosetophoma,litter_saprotroph
OTU_1259,Nigrospora,litter_saprotroph
OTU_3590,Pachyphlodes,ectomycorrhizal
OTU_2341,Golovinomyces,plant_pathogen
OTU_4143,#N/A,#N/A
OTU_2144,Bjerkandera,wood_saprotroph
OTU_1292,Colacogloea,mycoparasite
OTU_380,Cladophialophora,soil_saprotroph
OTU_4221,Devriesia,plant_pathogen
OTU_4027,#N/A,#N/A
OTU_6744,Pithya,plant_pathogen
OTU_6222,Ramularia,plant_pathogen
OTU_5796,Tuber,ectomycorrhizal
OTU_3711,#N/A,#N/A
OTU_7579,Dothiora,wood_saprotroph
OTU_513,Schizothecium,dung_saprotroph
OTU_4698,#N/A,#N/A
OTU_4911,#N/A,#N/A
OTU_3363,Cutaneotrichosporon,animal_parasite
OTU_2116,Rosellinia,plant_pathogen
OTU_3885,Vishniacozyma,soil_saprotroph
OTU_5806,#N/A,#N/A
OTU_6185,#N/A,#N/A
OTU_6335,#N/A,#N/A
OTU_662,#N/A,#N/A
OTU_6096,#N/A,#N/A
OTU_5910,Phyllachora,plant_pathogen
OTU_6068,#N/A,#N/A
OTU_4961,#N/A,#N/A
OTU_3645,#N/A,#N/A
OTU_3554,Funiliomyces,plant_pathogen
OTU_1099,Claviceps,plant_pathogen
OTU_5679,#N/A,#N/A
OTU_5226,#N/A,#N/A
OTU_5591,#N/A,#N/A
OTU_2939,#N/A,#N/A
OTU_1179,Mortierella,soil_saprotroph
OTU_5692,#N/A,#N/A
OTU_4454,#N/A,#N/A
OTU_3832,#N/A,#N/A
OTU_3812,#N/A,#N/A
OTU_4072,Chaetomella,litter_saprotroph
OTU_4936,Dichostereum,wood_saprotroph
OTU_4823,Phaeosphaeria,litter_saprotroph
OTU_3848,#N/A,#N/A
OTU_7483,Phaeococcomyces,unspecified_saprotroph
OTU_5975,#N/A,#N/A
OTU_3979,#N/A,#N/A
OTU_3168,Pringsheimia,wood_saprotroph
OTU_3489,Stegonsporium,wood_saprotroph
OTU_3140,Neodevriesia,plant_pathogen
OTU_4662,Physisporinus,wood_saprotroph
OTU_4496,Malassezia,soil_saprotroph
OTU_5660,#N/A,#N/A
OTU_2964,#N/A,#N/A
OTU_498,Phyllachora,plant_pathogen
OTU_6542,Peniophora,wood_saprotroph
OTU_4299,#N/A,#N/A
OTU_3353,#N/A,#N/A
OTU_4185,Apiospora,plant_pathogen
OTU_3220,Coniella,plant_pathogen
OTU_4733,Venturia,plant_pathogen
OTU_4663,Trechispora,wood_saprotroph
OTU_4086,Rachicladosporium,litter_saprotroph
OTU_3084,Sarocladium,plant_pathogen
OTU_2224,Symmetrospora,epiphyte
OTU_5376,Parapyrenochaeta,wood_saprotroph
OTU_282,#N/A,#N/A
OTU_2298,Hannaella,animal_parasite
OTU_4651,Neosetophoma,litter_saprotroph
OTU_1884,Phaeococcomyces,unspecified_saprotroph
OTU_1729,Gaeumannomyces,plant_pathogen
OTU_4697,#N/A,#N/A
OTU_4347,Lophiostoma,wood_saprotroph
OTU_5199,Tyromyces,wood_saprotroph
OTU_7542,#N/A,#N/A
OTU_4497,#N/A,#N/A
OTU_2357,#N/A,#N/A
OTU_5776,Monochaetia,plant_pathogen
OTU_5259,Kondoa,unspecified_saprotroph
OTU_3936,#N/A,#N/A
OTU_2860,#N/A,#N/A
OTU_4035,#N/A,#N/A
OTU_4822,#N/A,#N/A
OTU_5610,#N/A,#N/A
OTU_7713,#N/A,#N/A
OTU_6067,Keissleriella,wood_saprotroph
OTU_1830,#N/A,#N/A
OTU_5684,Coniothyrium,plant_pathogen
OTU_6024,Candelabrochaete,wood_saprotroph
OTU_4373,Hyphozyma,foliar_endophyte
OTU_4475,Didymella,plant_pathogen
OTU_2827,Myrmecridium,soil_saprotroph
OTU_7418,Pseudocercospora,plant_pathogen
OTU_4262,Vishniacozyma,soil_saprotroph
OTU_7133,Fusarium,plant_pathogen
OTU_4434,Periconia,plant_pathogen
OTU_6792,Neosetophoma,litter_saprotroph
OTU_6820,Coniella,plant_pathogen
OTU_3251,Tilletia,plant_pathogen
OTU_5020,#N/A,#N/A
OTU_3712,#N/A,#N/A
OTU_663,Paraphoma,plant_pathogen
OTU_7395,Hyphoderma,wood_saprotroph
OTU_2537,Diaporthe,plant_pathogen
OTU_2569,#N/A,#N/A
OTU_3097,Botryobasidium,wood_saprotroph
OTU_3205,Crustodontia,wood_saprotroph
OTU_3894,Piniphoma,wood_saprotroph
OTU_5854,Neoanthostomella,wood_saprotroph
OTU_2536,Tilletiopsis,plant_pathogen
OTU_3669,Rhytisma,plant_pathogen
OTU_6785,Hyphodermella,wood_saprotroph
OTU_6501,#N/A,#N/A
OTU_566,#N/A,#N/A
OTU_1039,Helicoma,wood_saprotroph
OTU_5746,Rhodosporidiobolus,unspecified_saprotroph
OTU_4503,#N/A,#N/A
OTU_695,#N/A,#N/A
OTU_7623,Taphrina,plant_pathogen
OTU_6753,Neosetophoma,litter_saprotroph
OTU_1036,Glomus,arbuscular_mycorrhizal
OTU_6982,#N/A,#N/A
OTU_1461,#N/A,#N/A
OTU_2296,Cyanodermella,wood_saprotroph
OTU_214,Ceratobasidium,plant_pathogen
OTU_2556,Rigidoporus,wood_saprotroph
OTU_5974,#N/A,#N/A
OTU_3842,#N/A,#N/A
OTU_7590,#N/A,#N/A
OTU_557,Verticillium,plant_pathogen
OTU_2530,Neodevriesia,plant_pathogen
OTU_7330,Neosetophoma,litter_saprotroph
OTU_685,#N/A,#N/A
OTU_6872,Neosetophoma,litter_saprotroph
OTU_4042,Kondoa,unspecified_saprotroph
OTU_4421,#N/A,#N/A
OTU_5430,Mycoacia,wood_saprotroph
OTU_5423,Heterosporicola,wood_saprotroph
OTU_3652,Botryobasidium,wood_saprotroph
OTU_2784,#N/A,#N/A
OTU_4781,#N/A,#N/A
OTU_667,Pectenia,lichenized
OTU_4333,Ampelomyces,plant_pathogen
OTU_3890,Neosetophoma,litter_saprotroph
OTU_1803,Hannaella,animal_parasite
OTU_1943,Sarocladium,plant_pathogen
OTU_3639,Taphrina,plant_pathogen
OTU_4167,#N/A,#N/A
OTU_5603,Tilletiopsis,plant_pathogen
OTU_4526,#N/A,#N/A
OTU_2915,Skeletocutis,wood_saprotroph
OTU_3910,#N/A,#N/A
OTU_7754,#N/A,#N/A
OTU_244,#N/A,#N/A
OTU_6343,Neosetophoma,litter_saprotroph
OTU_1155,#N/A,#N/A
OTU_5253,Coryneum,plant_pathogen
OTU_3990,#N/A,#N/A
OTU_3053,Thanatephorus,plant_pathogen
OTU_5488,Dacrymyces,wood_saprotroph
OTU_775,Sclerotinia,plant_pathogen
OTU_3366,Ramularia,plant_pathogen
OTU_2147,#N/A,#N/A
OTU_596,Cladophialophora,soil_saprotroph
OTU_5160,Coniochaeta,unspecified_saprotroph
OTU_3747,Cladophialophora,soil_saprotroph
OTU_7007,#N/A,#N/A
OTU_6289,Penicillium,unspecified_saprotroph
OTU_839,Candida,nectar/tap_saprotroph
OTU_755,Lachnum,litter_saprotroph
OTU_7468,Periconia,plant_pathogen
OTU_753,#N/A,#N/A
OTU_6586,#N/A,#N/A
OTU_6696,Pyrenochaetopsis,foliar_endophyte
OTU_7034,Neosetophoma,litter_saprotroph
OTU_875,Goffeauzyma,soil_saprotroph
OTU_2446,Tremella,mycoparasite
OTU_5654,Neosetophoma,litter_saprotroph
OTU_5983,Septoriella,litter_saprotroph
OTU_2571,#N/A,#N/A
OTU_6821,Paraphaeosphaeria,wood_saprotroph
OTU_4485,Neosetophoma,litter_saprotroph
OTU_3297,Mycosphaerella,plant_pathogen
OTU_2707,#N/A,#N/A
OTU_5001,Teichospora,litter_saprotroph
OTU_6823,#N/A,#N/A
OTU_1925,Nigrograna,animal_parasite
OTU_3478,Dentocorticium,wood_saprotroph
OTU_5615,#N/A,#N/A
OTU_4489,Setophoma,plant_pathogen
OTU_3277,#N/A,#N/A
OTU_6307,Neosetophoma,litter_saprotroph
OTU_1365,Panaeolus,dung_saprotroph
OTU_6558,Phaeosphaeria,litter_saprotroph
OTU_338,#N/A,#N/A
OTU_2681,#N/A,#N/A
OTU_3342,Lopharia,wood_saprotroph
OTU_4913,Sawadaea,plant_pathogen
OTU_6973,#N/A,#N/A
OTU_3388,#N/A,#N/A
OTU_4532,#N/A,#N/A
OTU_6975,Pseudosydowia,plant_pathogen
OTU_3365,Stagonospora,plant_pathogen
OTU_3981,Wickerhamomyces,litter_saprotroph
OTU_6503,#N/A,#N/A
OTU_1994,#N/A,#N/A
OTU_7474,Hymenoscyphus,litter_saprotroph
OTU_3650,Beauveria,animal_parasite
OTU_772,#N/A,#N/A
OTU_2985,Stereum,wood_saprotroph
OTU_5728,Teratosphaeria,plant_pathogen
OTU_1244,Rhodotorula,unspecified_saprotroph
OTU_5135,#N/A,#N/A
OTU_3922,Lasiosphaeris,unspecified_saprotroph
OTU_4970,Leucosporidium,soil_saprotroph
OTU_2550,Dichotomopilus,unspecified_saprotroph
OTU_2672,#N/A,#N/A
OTU_4791,Plectosphaerella,plant_pathogen
OTU_4789,Ruinenia,epiphyte
OTU_2675,Blakeslea,soil_saprotroph
OTU_5895,#N/A,#N/A
OTU_7479,Acidea,soil_saprotroph
OTU_7127,Hannaella,animal_parasite
OTU_6874,Ramularia,plant_pathogen
OTU_4906,Punctularia,wood_saprotroph
OTU_499,Zopfiella,dung_saprotroph
OTU_3616,#N/A,#N/A
OTU_7334,Tilletia,plant_pathogen
OTU_5352,#N/A,#N/A
OTU_4786,#N/A,#N/A
OTU_5851,Globoramichloridium,0
OTU_4665,Paraphoma,plant_pathogen
OTU_4074,Uwebraunia,litter_saprotroph
OTU_4682,Neocosmospora,soil_saprotroph
OTU_5358,Vishniacozyma,soil_saprotroph
OTU_7393,#N/A,#N/A
OTU_6605,Leptospora,litter_saprotroph
OTU_4551,Vishniacozyma,soil_saprotroph
OTU_5608,#N/A,#N/A
OTU_2659,Myriangium,animal_parasite
OTU_7326,Leptosphaeria,plant_pathogen
OTU_5929,Strelitziana,plant_pathogen
OTU_1086,#N/A,#N/A
OTU_6080,Neosetophoma,litter_saprotroph
OTU_688,Veronaeopsis,litter_saprotroph
OTU_4515,#N/A,#N/A
OTU_5406,#N/A,#N/A
OTU_4065,Neosetophoma,litter_saprotroph
OTU_3263,Stomiopeltis,epiphyte
OTU_4942,Entyloma,plant_pathogen
OTU_2035,Sclerostagonospora,litter_saprotroph
OTU_3104,#N/A,#N/A
OTU_5149,#N/A,#N/A
OTU_2838,#N/A,#N/A
OTU_4346,Ramichloridium,plant_pathogen
OTU_5137,Periconia,plant_pathogen
OTU_4223,#N/A,#N/A
OTU_5468,#N/A,#N/A
OTU_5113,#N/A,#N/A
OTU_2754,#N/A,#N/A
OTU_1165,Clavispora,litter_saprotroph
OTU_4380,Septoriella,litter_saprotroph
OTU_5377,#N/A,#N/A
OTU_6952,Neosetophoma,litter_saprotroph
OTU_5752,Pseudoophiobolus,litter_saprotroph
OTU_7471,#N/A,#N/A
OTU_4319,Helicogloea,wood_saprotroph
OTU_3579,Alternaria,plant_pathogen
OTU_5111,#N/A,#N/A
OTU_2240,#N/A,#N/A
OTU_3743,Ceramothyrium,litter_saprotroph
OTU_7647,Arnium,dung_saprotroph
OTU_4752,Botryobasidium,wood_saprotroph
OTU_5780,#N/A,#N/A
OTU_2901,#N/A,#N/A
OTU_4464,Neofavolus,wood_saprotroph
OTU_1639,Curvularia,plant_pathogen
OTU_3296,Sarocladium,plant_pathogen
OTU_6776,Acrodontium,plant_pathogen
OTU_6351,Fusarium,plant_pathogen
OTU_6780,Golovinomyces,plant_pathogen
OTU_7024,#N/A,#N/A
OTU_1513,Furcasterigmium,soil_saprotroph
OTU_7723,#N/A,#N/A
OTU_5639,Annulohypoxylon,wood_saprotroph
OTU_5657,Alternaria,plant_pathogen
OTU_4502,Cistella,wood_saprotroph
OTU_2136,Lophodermium,plant_pathogen
OTU_3507,Ramichloridium,plant_pathogen
OTU_7342,#N/A,#N/A
OTU_2621,Cytospora,plant_pathogen
OTU_7536,#N/A,#N/A
OTU_6771,#N/A,#N/A
OTU_1115,#N/A,#N/A
OTU_4225,Bartalinia,foliar_endophyte
OTU_849,#N/A,#N/A
OTU_5355,#N/A,#N/A
OTU_4952,#N/A,#N/A
OTU_5621,#N/A,#N/A
OTU_3372,#N/A,#N/A
OTU_4145,#N/A,#N/A
OTU_6361,#N/A,#N/A
OTU_157,#N/A,#N/A
OTU_3445,Pseudoophiobolus,litter_saprotroph
OTU_286,#N/A,#N/A
OTU_6349,#N/A,#N/A
OTU_3541,Stagonospora,plant_pathogen
OTU_341,#N/A,#N/A
OTU_4618,#N/A,#N/A
OTU_7792,#N/A,#N/A
OTU_3274,Dioszegia,litter_saprotroph
OTU_6310,Vishniacozyma,soil_saprotroph
OTU_5454,#N/A,#N/A
OTU_2072,Sakaguchia,unspecified_saprotroph
OTU_4703,Diutina,nectar/tap_saprotroph
OTU_6841,Dioszegia,litter_saprotroph
OTU_1208,#N/A,#N/A
OTU_5231,#N/A,#N/A
OTU_1981,Ramularia,plant_pathogen
OTU_723,Magnaporthiopsis,unspecified_pathotroph
OTU_6726,Perusta,unspecified_saprotroph
OTU_5177,#N/A,#N/A
OTU_7016,#N/A,#N/A
OTU_7172,#N/A,#N/A
OTU_438,Cirrenalia,wood_saprotroph
OTU_873,#N/A,#N/A
OTU_5541,Colletotrichum,plant_pathogen
OTU_5965,#N/A,#N/A
OTU_4297,#N/A,#N/A
OTU_5455,#N/A,#N/A
OTU_7020,#N/A,#N/A
OTU_5936,Neosetophoma,litter_saprotroph
OTU_4114,#N/A,#N/A
OTU_4615,Mollisia,plant_pathogen
OTU_7689,#N/A,#N/A
OTU_4011,Teratosphaeria,plant_pathogen
OTU_893,Chaetomium,litter_saprotroph
OTU_938,#N/A,#N/A
OTU_5950,Pachyramichloridium,litter_saprotroph
OTU_4803,Alfaria,litter_saprotroph
OTU_3125,Neocercospora,plant_pathogen
OTU_6485,Neosetophoma,litter_saprotroph
OTU_4337,#N/A,#N/A
OTU_5716,#N/A,#N/A
OTU_3779,#N/A,#N/A
OTU_5487,Ophiognomonia,plant_pathogen
OTU_3557,Dioszegia,litter_saprotroph
OTU_4003,#N/A,#N/A
OTU_1712,Dioszegia,litter_saprotroph
OTU_6397,#N/A,#N/A
OTU_3400,#N/A,#N/A
OTU_3189,Neosetophoma,litter_saprotroph
OTU_4090,#N/A,#N/A
OTU_7700,Neosetophoma,litter_saprotroph
OTU_6481,#N/A,#N/A
OTU_5172,Lachnella,wood_saprotroph
OTU_4706,Neodevriesia,plant_pathogen
OTU_2229,Phomopsis,plant_pathogen
OTU_5145,#N/A,#N/A
OTU_5646,Cistella,wood_saprotroph
OTU_3802,#N/A,#N/A
OTU_5869,#N/A,#N/A
OTU_4295,#N/A,#N/A
OTU_7028,#N/A,#N/A
OTU_6244,#N/A,#N/A
OTU_7423,#N/A,#N/A
OTU_5755,Skeletocutis,wood_saprotroph
OTU_6375,#N/A,#N/A
OTU_1714,#N/A,#N/A
OTU_2669,#N/A,#N/A
OTU_1374,Pseudocoleophoma,plant_pathogen
OTU_3477,#N/A,#N/A
OTU_1342,#N/A,#N/A
OTU_7762,#N/A,#N/A
OTU_6282,Neosetophoma,litter_saprotroph
OTU_6028,#N/A,#N/A
OTU_5438,#N/A,#N/A
OTU_7346,#N/A,#N/A
OTU_5934,Neosetophoma,litter_saprotroph
OTU_4357,Alternaria,plant_pathogen
OTU_974,#N/A,#N/A
OTU_6717,Neosetophoma,litter_saprotroph
OTU_7761,Curvularia,plant_pathogen
OTU_4564,Gymnopus,litter_saprotroph
OTU_5773,Hymenochaetopsis,wood_saprotroph
OTU_2146,Mortierella,soil_saprotroph
OTU_5481,#N/A,#N/A
OTU_835,#N/A,#N/A
OTU_4953,Vishniacozyma,soil_saprotroph
OTU_4854,#N/A,#N/A
OTU_3134,Dioszegia,litter_saprotroph
OTU_6369,#N/A,#N/A
OTU_4598,Neosetophoma,litter_saprotroph
OTU_3984,Rhizoctonia,plant_pathogen
OTU_1485,Cystofilobasidium,litter_saprotroph
OTU_4209,#N/A,#N/A
OTU_4773,Cladosporium,litter_saprotroph
OTU_7343,Neosetophoma,litter_saprotroph
OTU_6306,#N/A,#N/A
OTU_6060,#N/A,#N/A
OTU_2946,Claroideoglomus,arbuscular_mycorrhizal
OTU_4198,Phaeosphaeriopsis,plant_pathogen
OTU_6530,Neosetophoma,litter_saprotroph
OTU_7258,#N/A,#N/A
OTU_2122,Ceratobasidium,plant_pathogen
OTU_6212,#N/A,#N/A
OTU_1190,#N/A,#N/A
OTU_4510,#N/A,#N/A
OTU_4621,Kondoa,unspecified_saprotroph
OTU_7194,#N/A,#N/A
OTU_3141,Genolevuria,unspecified_saprotroph
OTU_2820,Tilletia,plant_pathogen
OTU_5958,#N/A,#N/A
OTU_1997,Chalara,litter_saprotroph
OTU_1615,Diplodia,plant_pathogen
OTU_5769,#N/A,#N/A
OTU_6069,#N/A,#N/A
OTU_5071,Steccherinum,wood_saprotroph
OTU_6616,Microcyclosporella,plant_pathogen
OTU_6105,#N/A,#N/A
OTU_5205,Erythrobasidium,mycoparasite
OTU_2445,Phaeosphaeria,litter_saprotroph
OTU_3228,Hormonema,unspecified_saprotroph
OTU_3826,Candida,nectar/tap_saprotroph
OTU_5727,Didymella,plant_pathogen
OTU_3420,Setoseptoria,plant_pathogen
OTU_5101,#N/A,#N/A
OTU_7410,#N/A,#N/A
OTU_4082,#N/A,#N/A
OTU_1410,#N/A,#N/A
OTU_7520,#N/A,#N/A
OTU_6716,Hormodochis,#N/A
OTU_2025,Debaryomyces,nectar/tap_saprotroph
OTU_7224,Vishniacozyma,soil_saprotroph
OTU_7032,#N/A,#N/A
